cust_id,join_date,gender,age,marital_status,household_income,home_ownership,num_children,num_vehicles,last_purchase_date,spend
CUST-646348,3/16/2018 20:08,F,48,unmarried,261898,own,1,0,5/23/2021 20:06,3719
CUST-524928,2/16/2019 21:55,F,45,married,361787,rent,2,3,4/1/2021 9:24,5596
CUST-536690,4/26/2021 7:05,F,30,unmarried,299095,rent,2,0,8/4/2021 13:17,4869
CUST-155938,9/11/2017 20:40,M,32,married,193866,own,2,0,9/4/2021 5:54,5179
CUST-023180,4/13/2018 5:49,M,37,married,176306,own,1,5,4/17/2021 0:49,5315
CUST-522717,8/31/2020 18:51,M,35,married,268319,own,2,2,3/3/2021 3:15,5890
CUST-885951,8/1/2017 7:13,M,35,married,122912,own,2,0,5/14/2021 9:18,3327
CUST-720762,12/29/2018 1:19,F,53,unmarried,82180,own,2,1,1/11/2021 6:02,3106
CUST-812385,5/16/2017 14:50,M,28,married,306717,rent,4,0,1/23/2021 4:10,2320
CUST-576046,10/22/2017 18:19,F,37,married,306287,own,2,3,2/24/2021 19:31,2073
CUST-819194,7/11/2020 4:39,M,49,unmarried,414067,rent,4,1,4/13/2021 11:21,6013
CUST-690238,5/1/2018 5:34,M,32,married,442142,own,4,4,4/18/2021 5:13,6397
CUST-324285,11/19/2019 14:10,F,49,married,460097,unknown,4,5,11/8/2021 14:37,5874
CUST-344331,11/12/2021 4:25,M,27,married,381087,rent,4,5,5/16/2021 15:27,5512
CUST-293508,8/19/2018 17:26,F,38,married,340598,own,3,1,8/18/2021 17:31,2976
CUST-643348,9/28/2020 0:55,F,40,married,298131,rent,4,4,1/25/2021 9:09,5847
CUST-137818,5/17/2018 9:57,F,24,married,478950,own,1,2,12/17/2021 21:11,6389
CUST-224513,3/22/2019 17:11,M,52,unmarried,316410,own,2,0,7/6/2021 11:11,5973
CUST-825031,8/11/2017 20:19,M,43,married,95424,own,2,1,12/25/2021 18:37,4187
CUST-258423,3/17/2021 4:02,F,41,married,332925,rent,4,5,4/9/2021 10:18,2408
CUST-981815,4/8/2018 5:25,F,22,married,325210,own,0,4,11/16/2021 1:42,3026
CUST-750552,4/8/2019 23:59,F,33,married,282758,own,5,1,12/12/2021 18:39,5523
CUST-443088,5/18/2020 5:34,F,53,married,397555,own,0,5,6/19/2021 6:54,6089
CUST-122912,7/17/2020 3:15,F,38,married,330684,own,4,0,11/17/2021 0:05,2606
CUST-459407,1/11/2019 11:24,F,27,married,341853,rent,0,0,10/19/2021 7:02,4994
CUST-885574,10/12/2019 3:32,F,55,married,206338,unknown,4,4,2/25/2021 18:30,3364
CUST-844817,2/5/2020 23:15,F,50,married,280133,own,1,1,5/27/2021 11:06,2379
CUST-719460,2/28/2017 13:35,F,43,married,142963,unknown,4,5,2/4/2021 20:48,2459
CUST-980602,7/25/2021 22:12,F,29,married,448626,own,0,0,10/18/2021 10:37,5973
CUST-392598,5/21/2018 16:34,M,42,married,300827,own,2,4,11/26/2021 21:19,4362
CUST-395256,9/1/2019 4:29,F,52,married,322808,unknown,3,5,11/11/2021 15:32,5070
CUST-140176,4/26/2018 11:29,M,47,unmarried,382746,own,4,1,12/23/2021 13:23,6411
CUST-321228,4/11/2020 21:15,M,35,married,167814,own,4,5,10/31/2021 23:37,2129
CUST-611826,11/5/2020 2:34,F,48,married,397107,own,3,5,10/17/2021 17:41,6475
CUST-099996,8/13/2020 19:01,F,38,married,290744,own,0,4,6/12/2021 5:18,5493
CUST-548890,10/13/2020 4:54,F,36,married,129439,unknown,0,2,2/9/2021 2:39,2276
CUST-952005,2/24/2017 4:48,F,34,married,168028,unknown,0,0,4/30/2021 8:09,4863
CUST-642325,2/27/2021 2:19,F,55,married,94763,rent,1,2,7/21/2021 18:11,4250
CUST-377177,8/1/2021 4:55,F,37,unmarried,481794,rent,0,0,7/5/2021 16:00,7262
CUST-627327,11/28/2020 4:02,F,33,married,370417,own,4,5,2/20/2021 4:19,6972
CUST-999207,10/27/2017 22:42,F,25,married,400405,own,4,2,6/14/2021 13:12,7350
CUST-698498,2/28/2020 8:22,F,21,married,109895,rent,0,3,7/30/2021 7:40,5104
CUST-883262,1/9/2020 23:10,M,21,married,445549,own,1,0,11/10/2021 12:50,5059
CUST-850420,4/21/2019 21:51,F,51,married,367882,own,3,3,4/12/2021 8:26,6276
CUST-162484,3/14/2017 22:24,F,37,unmarried,407007,own,2,1,5/19/2021 2:09,5629
CUST-284692,6/5/2019 4:33,M,43,married,310694,own,5,4,5/6/2021 9:07,3858
CUST-437473,8/2/2019 0:35,F,44,married,425344,own,5,4,1/13/2021 12:39,6504
CUST-276762,9/15/2021 11:21,F,21,married,300092,rent,1,1,12/6/2021 15:23,4978
CUST-498132,7/6/2021 17:19,M,51,unmarried,68853,unknown,1,2,7/13/2021 9:14,4850
CUST-070448,12/12/2020 8:39,F,36,unmarried,412052,rent,2,0,1/15/2021 5:35,5101
CUST-292018,11/19/2019 3:13,M,50,married,465885,own,0,4,8/25/2021 12:26,6214
CUST-115185,11/4/2017 2:06,F,33,married,234427,own,3,2,1/30/2021 18:49,4870
CUST-815539,3/28/2019 21:41,F,40,married,483221,unknown,5,0,4/16/2021 4:50,6811
CUST-735392,11/10/2018 20:34,M,36,married,332176,own,2,5,3/25/2021 14:44,5915
CUST-752501,12/7/2017 8:27,F,26,married,450442,rent,5,0,5/25/2021 11:16,7261
CUST-920895,9/30/2017 8:36,F,20,unmarried,219268,own,5,5,6/10/2021 3:05,3123
CUST-287110,1/9/2021 16:44,M,33,unmarried,237939,own,3,5,6/22/2021 20:14,4832
CUST-234775,3/18/2019 22:46,F,42,married,371216,own,4,4,9/10/2021 11:21,5392
CUST-729609,11/18/2020 19:40,F,37,married,489102,own,1,2,11/2/2021 7:30,7183
CUST-895410,12/27/2018 20:39,F,34,married,242547,own,3,0,1/30/2021 4:51,3413
CUST-082158,4/25/2020 12:17,F,28,unmarried,290813,own,2,3,7/18/2021 2:23,4440
CUST-536004,3/5/2021 12:55,F,50,unmarried,103590,own,1,2,6/23/2021 17:12,2936
CUST-696104,1/19/2018 7:26,F,35,married,408493,own,3,0,10/19/2021 16:26,5879
CUST-810558,2/25/2017 18:19,M,51,married,151328,own,1,0,2/22/2021 9:10,2211
CUST-142237,2/18/2018 11:47,M,31,married,410672,own,4,3,7/13/2021 1:19,5092
CUST-207560,11/4/2020 17:18,M,56,married,232689,own,0,1,12/10/2021 21:14,3342
CUST-603271,12/4/2020 16:43,F,56,married,284525,own,0,4,9/20/2021 15:38,1490
CUST-116758,9/1/2020 22:34,F,26,unmarried,313986,own,0,0,5/15/2021 3:23,3783
CUST-553843,10/7/2017 23:43,F,25,unmarried,258854,own,4,2,7/9/2021 19:28,1839
CUST-443954,12/10/2020 15:08,F,47,married,396154,own,4,3,5/21/2021 11:51,5209
CUST-887676,12/11/2020 22:59,F,27,married,398139,own,5,1,7/11/2021 2:17,5156
CUST-288566,7/26/2019 23:02,F,49,married,174852,unknown,5,3,5/3/2021 1:55,3266
CUST-215536,1/11/2018 1:54,F,22,unmarried,97384,rent,1,2,12/23/2021 15:12,4064
CUST-554878,2/10/2020 0:45,F,51,unmarried,92465,own,4,2,11/14/2021 8:12,5353
CUST-551862,2/16/2017 6:53,F,27,married,464917,own,5,2,2/27/2021 15:23,5747
CUST-932049,12/16/2017 8:27,F,26,unmarried,163012,unknown,0,2,9/13/2021 8:16,4871
CUST-793725,6/7/2018 12:24,F,23,married,305580,own,2,5,10/26/2021 16:45,2666
CUST-041871,2/4/2019 20:49,M,53,married,141108,own,2,4,2/13/2021 23:00,3458
CUST-995098,2/17/2020 14:25,F,31,married,326888,rent,2,1,6/6/2021 14:03,2505
CUST-398899,5/12/2018 8:05,M,41,married,96408,own,4,0,11/20/2021 1:58,3666
CUST-376193,9/1/2017 4:43,F,54,married,324315,own,3,0,11/24/2021 4:01,3603
CUST-307874,10/12/2019 5:53,F,23,married,385155,rent,1,3,4/26/2021 6:07,5923
CUST-774666,6/10/2019 13:23,M,28,unmarried,219132,rent,4,0,1/18/2021 10:05,3164
CUST-505177,9/17/2017 4:01,M,27,married,390480,own,1,2,5/18/2021 2:29,4795
CUST-401910,9/30/2021 9:12,F,34,unmarried,457560,own,4,4,12/28/2021 7:46,5575
CUST-094498,5/28/2017 2:41,F,37,unmarried,316312,own,1,2,6/15/2021 18:59,3670
CUST-997952,2/19/2017 3:14,F,37,unmarried,310198,rent,5,3,4/17/2021 5:18,2041
CUST-467371,9/22/2019 17:50,M,44,married,417714,unknown,0,4,6/6/2021 20:00,5100
CUST-584453,7/28/2021 1:39,F,26,unmarried,221226,own,5,1,7/13/2021 0:35,4281
CUST-758060,11/21/2017 3:01,M,38,unmarried,191038,own,5,3,6/27/2021 0:35,3406
CUST-236506,10/4/2017 6:49,M,37,unmarried,356067,own,5,4,6/14/2021 8:33,4975
CUST-260362,1/20/2018 20:00,F,33,married,475616,own,1,3,10/26/2021 10:55,6493
CUST-182851,8/2/2020 3:48,F,25,married,338463,own,3,2,1/25/2021 22:42,5007
CUST-575383,9/6/2020 7:08,F,30,married,389990,own,0,5,11/23/2021 17:29,6635
CUST-555862,7/12/2019 17:47,F,26,married,290275,own,5,3,10/14/2021 12:59,4590
CUST-433397,2/21/2020 9:20,M,29,married,212696,unknown,5,5,11/16/2021 10:02,5119
CUST-597686,7/26/2020 15:16,F,34,unmarried,412969,own,4,0,10/30/2021 2:48,7044
CUST-468808,1/16/2019 12:28,F,22,married,223964,rent,5,2,10/10/2021 2:08,3123
CUST-156921,8/11/2017 4:48,M,29,married,265747,rent,5,3,3/19/2021 8:18,4090
CUST-382276,1/3/2021 5:39,F,38,married,263188,own,4,1,6/24/2021 20:38,5710
CUST-733161,5/6/2020 15:01,M,45,married,324883,unknown,2,3,6/26/2021 4:44,3369
CUST-746168,7/3/2019 18:37,F,55,married,359195,own,0,5,1/16/2021 11:40,5836
CUST-172407,5/7/2021 16:43,F,25,married,71011,unknown,0,0,12/21/2021 16:01,2282
CUST-511466,3/3/2021 15:30,F,34,married,214785,own,1,2,3/28/2021 11:51,5412
CUST-204590,4/9/2017 12:59,F,29,married,242666,own,4,5,4/28/2021 14:58,1687
CUST-519059,10/18/2017 3:11,M,20,married,358438,rent,3,5,4/4/2021 0:47,5467
CUST-573456,1/19/2020 7:20,M,38,married,443443,own,1,2,7/11/2021 19:10,4690
CUST-372188,10/6/2019 11:08,F,46,married,237741,rent,4,0,6/2/2021 19:30,5686
CUST-048919,5/21/2019 14:19,F,23,married,351480,own,0,3,1/12/2021 20:52,5704
CUST-770407,1/30/2018 10:20,F,24,unmarried,195758,own,2,1,3/3/2021 18:04,4691
CUST-131258,5/20/2020 22:25,M,47,married,359568,rent,3,1,3/19/2021 16:00,4368
CUST-715702,3/8/2017 3:06,F,50,unmarried,351359,own,4,1,6/8/2021 20:11,2868
CUST-595544,4/9/2017 15:39,F,21,married,407264,rent,1,0,1/8/2021 0:08,6068
CUST-029572,5/8/2019 10:07,F,45,married,259786,own,5,3,8/30/2021 15:18,1978
CUST-250507,6/20/2017 17:16,F,41,married,256443,own,3,1,1/14/2021 15:10,1751
CUST-775095,12/26/2018 0:08,F,45,unmarried,391006,rent,3,4,10/18/2021 7:19,6584
CUST-590455,9/13/2021 20:37,F,33,married,168710,unknown,4,4,1/18/2021 9:30,5784
CUST-485404,10/3/2021 23:49,M,41,married,222522,own,2,3,10/25/2021 1:45,2061
CUST-801584,1/29/2017 11:22,F,54,married,321395,rent,1,0,2/2/2021 4:38,4825
CUST-674837,12/15/2019 8:38,F,29,married,272873,own,4,5,2/5/2021 2:33,5631
CUST-755639,1/20/2017 7:35,M,35,married,466101,own,5,3,12/25/2021 16:58,6734
CUST-873486,3/14/2019 15:52,F,48,married,338670,own,4,1,1/8/2021 7:19,3186
CUST-558021,6/9/2019 20:40,F,24,married,285871,own,3,5,5/4/2021 20:16,5878
CUST-906758,8/10/2021 23:26,M,52,married,415226,own,5,1,3/8/2021 10:48,7479
CUST-432981,1/6/2019 0:37,F,53,unmarried,88933,rent,5,0,11/22/2021 22:17,4895
CUST-957623,10/9/2021 1:29,M,24,married,86031,own,3,5,7/23/2021 23:05,2057
CUST-503866,11/9/2021 20:45,F,44,married,96277,rent,5,3,5/17/2021 17:30,5588
CUST-120549,12/18/2019 18:06,M,42,married,469339,own,1,4,9/11/2021 17:03,5463
CUST-545926,11/13/2018 9:41,F,38,married,265143,unknown,5,1,8/12/2021 8:06,4252
CUST-630753,3/29/2020 6:16,F,31,unmarried,282853,own,1,1,6/18/2021 6:15,1682
CUST-150391,12/24/2021 23:20,F,50,unmarried,267259,own,4,5,6/1/2021 20:40,3881
CUST-147854,2/26/2019 10:44,M,50,unmarried,81384,own,1,4,9/5/2021 7:04,3958
CUST-522727,2/23/2019 19:00,F,25,married,289134,own,4,1,3/24/2021 13:52,2234
CUST-406379,6/24/2020 0:49,F,52,married,440522,unknown,3,2,10/10/2021 10:04,7030
CUST-236580,10/24/2017 16:38,F,55,unmarried,151528,rent,1,1,1/4/2021 19:11,2723
CUST-016501,7/21/2020 20:38,F,32,married,426795,unknown,5,2,9/26/2021 13:41,6376
CUST-974123,6/20/2020 13:21,F,54,unmarried,137844,rent,2,0,9/6/2021 4:21,2370
CUST-652596,10/21/2020 13:49,F,56,married,316208,own,0,5,9/21/2021 9:48,2519
CUST-743626,2/1/2018 16:10,F,27,married,418280,own,0,1,3/15/2021 2:07,6372
CUST-150110,1/30/2018 17:15,M,39,married,186104,rent,2,1,1/7/2021 7:02,2391
CUST-237185,6/16/2018 18:18,F,39,unmarried,437501,rent,1,0,12/23/2021 9:40,5711
CUST-888018,12/25/2021 22:19,F,50,unmarried,389044,own,5,5,1/11/2021 22:34,7181
CUST-758119,3/28/2018 10:35,F,26,married,204890,own,2,4,3/26/2021 0:16,1845
CUST-292638,12/7/2018 1:38,F,44,married,434364,own,4,4,3/16/2021 14:38,6232
CUST-880645,5/4/2021 8:25,M,39,married,146955,rent,4,0,3/9/2021 8:06,3385
CUST-039087,4/17/2021 3:04,M,53,unmarried,452813,own,0,5,1/8/2021 9:30,6544
CUST-281390,5/10/2017 13:36,M,24,unmarried,203571,own,3,3,5/8/2021 4:27,4114
CUST-777736,4/14/2017 5:04,F,30,married,486290,own,3,3,2/24/2021 2:59,4766
CUST-292987,3/10/2017 7:40,F,39,married,453617,own,0,2,11/5/2021 16:45,5234
CUST-998198,9/11/2021 2:18,F,38,married,342872,rent,5,4,10/6/2021 5:42,4177
CUST-553119,5/11/2018 7:36,M,43,married,431472,rent,4,4,11/30/2021 16:48,4832
CUST-309188,3/27/2020 23:10,F,39,married,358134,own,0,4,12/12/2021 8:04,5824
CUST-923007,7/19/2019 14:31,F,24,unmarried,331114,own,5,3,12/15/2021 16:21,3486
CUST-334108,11/21/2017 6:51,F,46,married,326491,own,3,4,1/20/2021 6:30,5081
CUST-699467,3/21/2017 14:28,M,44,unmarried,78672,own,2,0,8/16/2021 17:44,5597
CUST-164324,3/17/2019 22:19,F,53,married,371115,own,5,0,9/1/2021 10:30,5982
CUST-920628,12/13/2018 17:08,F,34,unmarried,463368,own,0,1,11/27/2021 14:06,5784
CUST-093434,6/30/2020 10:48,F,47,married,169074,unknown,3,5,8/10/2021 16:40,5743
CUST-485332,5/24/2020 20:42,F,44,unmarried,286258,own,2,1,12/26/2021 14:26,4536
CUST-622079,5/30/2021 10:05,M,45,married,266514,rent,4,0,3/12/2021 2:14,3178
CUST-026636,4/16/2021 11:57,F,37,married,238121,own,5,1,5/10/2021 8:18,5928
CUST-257696,4/20/2018 13:59,M,21,married,163154,own,0,2,6/18/2021 7:52,5691
CUST-805415,7/16/2020 14:25,M,34,married,265128,own,3,4,9/20/2021 0:00,1929
CUST-276782,12/17/2019 10:19,F,31,married,360395,own,5,1,10/26/2021 21:16,6909
CUST-380362,8/22/2019 16:01,F,56,married,364035,own,3,5,7/31/2021 7:38,6743
CUST-368121,12/30/2017 21:15,M,49,unmarried,178802,own,2,3,6/15/2021 4:48,2090
CUST-998458,10/22/2017 3:57,M,23,married,458606,unknown,2,3,7/1/2021 15:03,6711
CUST-725707,3/15/2018 11:36,F,42,married,442271,own,3,1,4/29/2021 2:57,6485
CUST-891329,2/14/2017 14:37,F,40,married,267244,own,2,3,3/25/2021 3:16,5605
CUST-256799,5/2/2021 17:36,M,32,unmarried,290258,own,5,3,3/2/2021 2:45,4240
CUST-864340,10/11/2017 3:49,F,45,married,142380,rent,0,2,7/20/2021 23:55,2104
CUST-654230,8/19/2021 18:55,F,42,married,101870,unknown,1,3,10/22/2021 21:02,4189
CUST-524904,9/25/2020 19:21,F,26,unmarried,284584,own,4,1,7/4/2021 19:22,3824
CUST-144892,8/22/2020 14:43,F,35,married,312670,rent,2,0,5/24/2021 19:22,2856
CUST-506504,6/16/2021 3:19,F,50,married,108101,rent,3,4,11/23/2021 4:23,2559
CUST-702150,1/22/2017 10:27,F,31,married,487730,own,0,1,4/21/2021 17:09,4775
CUST-247044,9/28/2019 9:40,M,41,married,366197,rent,3,0,10/6/2021 17:26,5315
CUST-720547,2/2/2019 21:21,F,25,unmarried,332302,rent,2,5,7/22/2021 15:10,3336
CUST-456071,8/26/2017 7:38,F,22,unmarried,276692,own,1,0,1/29/2021 22:41,3834
CUST-012016,1/25/2020 18:57,F,35,married,151359,unknown,1,1,8/22/2021 0:56,5606
CUST-529218,11/16/2017 7:34,M,23,unmarried,328384,own,1,5,7/22/2021 8:39,2551
CUST-688253,3/2/2021 22:09,M,42,married,476410,own,0,4,7/9/2021 12:09,5976
CUST-706319,8/31/2018 3:44,F,24,unmarried,470174,own,1,1,2/21/2021 7:25,7095
CUST-968168,8/13/2020 4:14,M,33,unmarried,374690,rent,3,5,10/11/2021 1:01,4663
CUST-304515,5/6/2017 11:33,F,55,married,362632,own,2,2,8/1/2021 1:30,7062
CUST-296460,1/27/2017 19:29,F,52,unmarried,389580,own,2,3,10/27/2021 23:58,7001
CUST-928208,8/2/2018 14:32,M,24,married,416870,own,4,2,8/15/2021 18:59,6474
CUST-413259,2/19/2017 3:38,F,56,married,390778,rent,0,2,5/19/2021 8:32,6124
CUST-597671,5/21/2020 9:13,F,44,unmarried,254365,unknown,2,3,11/30/2021 22:30,5853
CUST-346804,3/11/2017 17:51,F,31,unmarried,113894,rent,4,0,1/28/2021 14:50,1771
CUST-743549,1/14/2021 18:57,F,30,married,155831,rent,1,1,3/7/2021 6:38,3160
CUST-264562,2/21/2018 18:37,F,38,married,93008,rent,3,4,2/12/2021 12:21,1838
CUST-753847,3/24/2017 9:09,F,45,unmarried,235311,rent,0,3,1/12/2021 22:54,3494
CUST-072647,6/11/2021 14:57,F,42,married,406683,own,4,2,8/18/2021 13:39,5347
CUST-579282,4/29/2020 22:37,F,52,married,307352,own,2,0,7/13/2021 4:46,5444
CUST-525409,9/23/2018 18:36,F,47,unmarried,142943,own,1,2,7/31/2021 6:52,2923
CUST-996072,9/25/2020 14:01,F,32,married,209776,own,0,3,6/22/2021 23:36,4897
CUST-832607,3/15/2018 20:37,F,23,married,479531,own,5,1,11/18/2021 20:48,5062
CUST-733071,6/11/2019 5:43,F,42,married,295602,own,0,4,3/8/2021 20:05,2672
CUST-262627,11/24/2017 13:57,F,31,unmarried,134982,rent,4,1,10/6/2021 7:20,1761
CUST-104777,2/20/2017 21:19,M,51,married,148280,rent,2,1,12/20/2021 9:29,1580
CUST-941651,11/18/2017 1:18,F,35,unmarried,421281,own,4,3,11/10/2021 12:39,4758
CUST-921798,4/9/2019 4:48,M,26,married,415857,own,3,3,4/16/2021 15:28,7331
CUST-644769,6/9/2019 12:13,F,41,married,444704,own,0,5,12/2/2021 13:48,6663
CUST-532848,7/20/2019 7:38,M,27,married,455979,own,0,3,9/4/2021 22:56,5900
CUST-886833,12/8/2019 0:37,M,56,married,188466,own,5,5,4/30/2021 12:48,3943
CUST-719449,2/16/2017 6:16,F,48,unmarried,451083,rent,2,3,6/22/2021 11:28,6852
CUST-464130,8/26/2021 1:43,M,47,unmarried,468149,own,2,1,10/21/2021 22:39,4984
CUST-733532,4/9/2018 16:51,F,32,married,481948,rent,1,1,8/27/2021 14:44,5383
CUST-269967,6/20/2018 8:32,F,45,unmarried,332005,rent,4,3,11/19/2021 10:30,4502
CUST-409105,2/26/2021 21:13,M,45,married,273400,own,5,3,9/12/2021 21:39,4443
CUST-579480,7/16/2021 7:01,M,25,married,269258,own,3,1,3/20/2021 2:52,3207
CUST-046600,6/16/2019 12:40,M,26,married,329305,own,5,1,3/17/2021 10:15,5579
CUST-728404,5/22/2019 22:23,F,33,married,325514,own,2,0,9/1/2021 14:46,3644
CUST-901095,2/24/2021 2:44,F,33,married,315118,rent,4,2,2/19/2021 4:39,5237
CUST-542182,7/15/2021 15:13,M,47,married,482734,own,1,1,7/28/2021 8:10,6827
CUST-307543,1/21/2020 12:33,F,41,married,354538,own,5,0,1/10/2021 23:04,5822
CUST-574212,2/13/2019 8:10,M,36,unmarried,356048,own,4,1,5/11/2021 14:42,3865
CUST-342490,3/26/2019 10:56,M,23,married,72991,own,2,1,5/30/2021 20:38,4071
CUST-749958,5/28/2019 9:15,F,54,married,222701,own,1,1,9/18/2021 12:41,3540
CUST-540725,7/11/2017 21:29,F,32,married,245251,own,5,2,2/16/2021 6:22,4701
CUST-183561,10/12/2021 4:37,F,55,married,246890,own,5,2,4/22/2021 0:14,4975
CUST-846765,4/10/2018 4:48,F,31,married,415033,rent,4,0,1/6/2021 22:29,4565
CUST-913538,2/8/2019 17:40,F,28,married,368026,rent,5,0,5/28/2021 9:20,5376
CUST-761837,12/15/2019 13:24,M,51,unmarried,358205,own,2,3,10/25/2021 15:48,2268
CUST-191527,8/6/2017 0:29,F,47,married,437371,own,3,0,1/2/2021 1:16,4896
CUST-043937,1/10/2017 12:23,F,32,married,223092,own,1,1,7/7/2021 6:24,2389
CUST-209496,3/5/2018 1:41,M,47,married,253489,own,0,5,9/2/2021 14:54,1940
CUST-314577,8/15/2018 1:24,F,34,unmarried,421551,own,1,2,3/30/2021 5:58,4583
CUST-995009,5/21/2020 0:43,F,48,married,470155,unknown,3,3,2/23/2021 15:14,4844
CUST-026809,10/19/2019 5:27,F,45,unmarried,90682,own,1,4,10/17/2021 5:35,3388
CUST-624220,7/14/2018 18:41,F,22,married,250854,own,0,5,12/21/2021 22:41,2196
CUST-036416,7/6/2017 14:12,F,34,married,212636,own,4,3,1/19/2021 10:00,3699
CUST-752673,3/25/2017 10:43,M,45,married,429153,own,2,3,5/17/2021 20:33,6345
