cust_id,join_date,gender,age,marital_status,household_income,home_ownership,num_children,num_vehicles,last_purchase_date,spend
CUST-204590,2017-04-09 12:59:11,F,29,married,242666,own,4,5,2021-04-28 14:58:28,2091
CUST-519059,2017-10-18 03:11:58,M,20,married,358438,rent,3,5,2021-04-04 00:47:56,2753
CUST-573456,2020-01-19 07:20:53,M,38,married,443443,own,1,2,2021-07-11 19:10:30,2174
CUST-372188,2019-10-06 11:08:52,F,46,married,237741,rent,4,0,2021-06-02 19:30:37,4326
CUST-048919,2019-05-21 14:19:31,F,23,married,351480,own,0,3,2021-01-12 20:52:09,6818
CUST-770407,2018-01-30 10:20:44,F,24,unmarried,195758,own,2,1,2021-03-03 18:04:15,4951
CUST-131258,2020-05-20 22:25:30,M,47,married,359568,rent,3,1,2021-03-19 16:00:27,3519
CUST-715702,2017-03-08 03:06:54,F,50,unmarried,351359,own,4,1,2021-06-08 20:11:30,1587
CUST-595544,2017-04-09 15:39:46,F,21,married,407264,rent,1,0,2021-01-08 00:08:52,2864
CUST-029572,2019-05-08 10:07:18,F,45,married,259786,own,5,3,2021-08-30 15:18:45,5834
CUST-250507,2017-06-20 17:16:19,F,41,married,256443,own,3,1,2021-01-14 15:10:50,6013
CUST-775095,2018-12-26 00:08:33,F,45,unmarried,391006,rent,3,4,2021-10-18 07:19:15,2091
CUST-590455,2021-09-13 20:37:56,F,33,married,168710,unknown,4,4,2021-01-18 09:30:06,2979
CUST-485404,2021-10-03 23:49:45,M,41,married,222522,own,2,3,2021-10-25 01:45:50,3963
CUST-801584,2017-01-29 11:22:05,F,54,married,321395,rent,1,0,2021-02-02 04:38:27,3301
CUST-674837,2019-12-15 08:38:35,F,29,married,272873,own,4,5,2021-02-05 02:33:09,6060
CUST-755639,2017-01-20 07:35:36,M,35,married,466101,own,5,3,2021-12-25 16:58:28,2947
CUST-873486,2019-03-14 15:52:50,F,48,married,338670,own,4,1,2021-01-08 07:19:22,6227
CUST-558021,2019-06-09 20:40:59,F,24,married,285871,own,3,5,2021-05-04 20:16:37,6897
CUST-906758,2021-08-10 23:26:30,M,52,married,415226,own,5,1,2021-03-08 10:48:20,2894
CUST-432981,2019-01-06 00:37:49,F,53,unmarried,88933,rent,5,0,2021-11-22 22:17:54,1949
CUST-957623,2021-10-09 01:29:31,M,24,married,86031,own,3,5,2021-07-23 23:05:16,1564
CUST-503866,2021-11-09 20:45:55,F,44,married,96277,rent,5,3,2021-05-17 17:30:01,2537
CUST-120549,2019-12-18 18:06:21,M,42,married,469339,own,1,4,2021-09-11 17:03:04,5113
CUST-545926,2018-11-13 09:41:57,F,38,married,265143,unknown,5,1,2021-08-12 08:06:23,3998
CUST-630753,2020-03-29 06:16:15,F,31,unmarried,282853,own,1,1,2021-06-18 06:15:58,3527
CUST-150391,2021-12-24 23:20:36,F,50,unmarried,267259,own,4,5,2021-06-01 20:40:51,2223
CUST-147854,2019-02-26 10:44:53,M,50,unmarried,81384,own,1,4,2021-09-05 07:04:52,3464
CUST-522727,2019-02-23 19:00:32,F,25,married,289134,own,4,1,2021-03-24 13:52:46,5510
CUST-406379,2020-06-24 00:49:59,F,52,married,440522,unknown,3,2,2021-10-10 10:04:30,2737
CUST-236580,2017-10-24 16:38:21,F,55,unmarried,151528,rent,1,1,2021-01-04 19:11:13,4160
CUST-016501,2020-07-21 20:38:57,F,32,married,426795,unknown,5,2,2021-09-26 13:41:25,2906
CUST-974123,2020-06-20 13:21:41,F,54,unmarried,137844,rent,2,0,2021-09-06 04:21:52,5374
CUST-652596,2020-10-21 13:49:47,F,56,married,316208,own,0,5,2021-09-21 09:48:18,6516
CUST-743626,2018-02-01 16:10:43,F,27,married,418280,own,0,1,2021-03-15 02:07:15,6680
CUST-150110,2018-01-30 17:15:48,M,39,married,186104,rent,2,1,2021-01-07 07:02:31,5351
CUST-237185,2018-06-16 18:18:40,F,39,unmarried,437501,rent,1,0,2021-12-23 09:40:01,2191
CUST-888018,2021-12-25 22:19:10,F,50,unmarried,389044,own,5,5,2021-01-11 22:34:03,3469
CUST-758119,2018-03-28 10:35:31,F,26,married,204890,own,2,4,2021-03-26 00:16:49,2699
CUST-292638,2018-12-07 01:38:57,F,44,married,434364,own,4,4,2021-03-16 14:38:55,6058
CUST-880645,2021-05-04 08:25:06,M,39,married,146955,rent,4,0,2021-03-09 08:06:14,4911
CUST-039087,2021-04-17 03:04:33,M,53,unmarried,452813,own,0,5,2021-01-08 09:30:07,4572
CUST-281390,2017-05-10 13:36:42,M,24,unmarried,203571,own,3,3,2021-05-08 04:27:13,2076
CUST-777736,2017-04-14 05:04:14,F,30,married,486290,own,3,3,2021-02-24 02:59:59,6343
CUST-292987,2017-03-10 07:40:20,F,39,married,453617,own,0,2,2021-11-05 16:45:21,5756
CUST-998198,2021-09-11 02:18:39,F,38,married,342872,rent,5,4,2021-10-06 05:42:58,4956
CUST-553119,2018-05-11 07:36:58,M,43,married,431472,rent,4,4,2021-11-30 16:48:40,2126
CUST-309188,2020-03-27 23:10:56,F,39,married,358134,own,0,4,2021-12-12 08:04:22,4961
CUST-923007,2019-07-19 14:31:40,F,24,unmarried,331114,own,5,3,2021-12-15 16:21:58,4031
CUST-334108,2017-11-21 06:51:47,F,46,married,326491,own,3,4,2021-01-20 06:30:43,6724
CUST-699467,2017-03-21 14:28:51,M,44,unmarried,78672,own,2,0,2021-08-16 17:44:56,4968
CUST-164324,2019-03-17 22:19:27,F,53,married,371115,own,5,0,2021-09-01 10:30:44,5881
CUST-920628,2018-12-13 17:08:17,F,34,unmarried,463368,own,0,1,2021-11-27 14:06:01,4880
CUST-093434,2020-06-30 10:48:14,F,47,married,169074,unknown,3,5,2021-08-10 16:40:22,3716
CUST-485332,2020-05-24 20:42:50,F,44,unmarried,286258,own,2,1,2021-12-26 14:26:54,1549
CUST-622079,2021-05-30 10:05:12,M,45,married,266514,rent,4,0,2021-03-12 02:14:18,3689
CUST-026636,2021-04-16 11:57:17,F,37,married,238121,own,5,1,2021-05-10 08:18:56,4673
CUST-257696,2018-04-20 13:59:38,M,21,married,163154,own,0,2,2021-06-18 07:52:34,1591
CUST-805415,2020-07-16 14:25:47,M,34,married,265128,own,3,4,2021-09-20 00:00:43,3254
CUST-276782,2019-12-17 10:19:48,F,31,married,360395,own,5,1,2021-10-26 21:16:30,5766
CUST-380362,2019-08-22 16:01:40,F,56,married,364035,own,3,5,2021-07-31 07:38:46,5222
CUST-368121,2017-12-30 21:15:35,M,49,unmarried,178802,own,2,3,2021-06-15 04:48:07,2982
CUST-998458,2017-10-22 03:57:48,M,23,married,458606,unknown,2,3,2021-07-01 15:03:21,2154
CUST-725707,2018-03-15 11:36:26,F,42,married,442271,own,3,1,2021-04-29 02:57:19,7221
CUST-891329,2017-02-14 14:37:51,F,40,married,267244,own,2,3,2021-03-25 03:16:04,6858
CUST-256799,2021-05-02 17:36:04,M,32,unmarried,290258,own,5,3,2021-03-02 02:45:49,3715
CUST-864340,2017-10-11 03:49:09,F,45,married,142380,rent,0,2,2021-07-20 23:55:45,3849
CUST-654230,2021-08-19 18:55:45,F,42,married,101870,unknown,1,3,2021-10-22 21:02:11,3819
CUST-524904,2020-09-25 19:21:04,F,26,unmarried,284584,own,4,1,2021-07-04 19:22:43,3054
CUST-144892,2020-08-22 14:43:11,F,35,married,312670,rent,2,0,2021-05-24 19:22:05,1917
CUST-506504,2021-06-16 03:19:58,F,50,married,108101,rent,3,4,2021-11-23 04:23:44,4201
CUST-702150,2017-01-22 10:27:40,F,31,married,487730,own,0,1,2021-04-21 17:09:52,5870
CUST-247044,2019-09-28 09:40:31,M,41,married,366197,rent,3,0,2021-10-06 17:26:34,4949
CUST-720547,2019-02-02 21:21:19,F,25,unmarried,332302,rent,2,5,2021-07-22 15:10:47,2010
CUST-456071,2017-08-26 07:38:59,F,22,unmarried,276692,own,1,0,2021-01-29 22:41:42,3697
CUST-012016,2020-01-25 18:57:02,F,35,married,151359,unknown,1,1,2021-08-22 00:56:49,3333
CUST-529218,2017-11-16 07:34:01,M,23,unmarried,328384,own,1,5,2021-07-22 08:39:53,2603
CUST-688253,2021-03-02 22:09:00,M,42,married,476410,own,0,4,2021-07-09 12:09:34,1554
CUST-706319,2018-08-31 03:44:05,F,24,unmarried,470174,own,1,1,2021-02-21 07:25:27,1579
CUST-968168,2020-08-13 04:14:39,M,33,unmarried,374690,rent,3,5,2021-10-11 01:01:53,3689
CUST-304515,2017-05-06 11:33:16,F,55,married,362632,own,2,2,2021-08-01 01:30:20,5967
CUST-296460,2017-01-27 19:29:16,F,52,unmarried,389580,own,2,3,2021-10-27 23:58:39,2198
CUST-928208,2018-08-02 14:32:52,M,24,married,416870,own,4,2,2021-08-15 18:59:53,1469
CUST-413259,2017-02-19 03:38:30,F,56,married,390778,rent,0,2,2021-05-19 08:32:57,1656
CUST-597671,2020-05-21 09:13:42,F,44,unmarried,254365,unknown,2,3,2021-11-30 22:30:52,4337
CUST-346804,2017-03-11 17:51:02,F,31,unmarried,113894,rent,4,0,2021-01-28 14:50:29,4402
CUST-743549,2021-01-14 18:57:46,F,30,married,155831,rent,1,1,2021-03-07 06:38:29,3238
CUST-264562,2018-02-21 18:37:14,F,38,married,93008,rent,3,4,2021-02-12 12:21:28,4637
CUST-753847,2017-03-24 09:09:52,F,45,unmarried,235311,rent,0,3,2021-01-12 22:54:44,5266
CUST-072647,2021-06-11 14:57:28,F,42,married,406683,own,4,2,2021-08-18 13:39:10,5166
CUST-579282,2020-04-29 22:37:24,F,52,married,307352,own,2,0,2021-07-13 04:46:59,6616
CUST-525409,2018-09-23 18:36:01,F,47,unmarried,142943,own,1,2,2021-07-31 06:52:42,3103
CUST-996072,2020-09-25 14:01:09,F,32,married,209776,own,0,3,2021-06-22 23:36:45,4189
CUST-832607,2018-03-15 20:37:07,F,23,married,479531,own,5,1,2021-11-18 20:48:55,5894
CUST-733071,2019-06-11 05:43:02,F,42,married,295602,own,0,4,2021-03-08 20:05:21,4924
CUST-262627,2017-11-24 13:57:38,F,31,unmarried,134982,rent,4,1,2021-10-06 07:20:28,4103
CUST-104777,2017-02-20 21:19:39,M,51,married,148280,rent,2,1,2021-12-20 09:29:50,1986
CUST-941651,2017-11-18 01:18:01,F,35,unmarried,421281,own,4,3,2021-11-10 12:39:06,2429
CUST-921798,2019-04-09 04:48:21,M,26,married,415857,own,3,3,2021-04-16 15:28:12,4819
CUST-644769,2019-06-09 12:13:00,F,41,married,444704,own,0,5,2021-12-02 13:48:56,5619
CUST-532848,2019-07-20 07:38:05,M,27,married,455979,own,0,3,2021-09-04 22:56:09,5138
CUST-886833,2019-12-08 00:37:40,M,56,married,188466,own,5,5,2021-04-30 12:48:14,3384
CUST-719449,2017-02-16 06:16:34,F,48,unmarried,451083,rent,2,3,2021-06-22 11:28:54,3117
CUST-464130,2021-08-26 01:43:49,M,47,unmarried,468149,own,2,1,2021-10-21 22:39:07,3246
CUST-733532,2018-04-09 16:51:48,F,32,married,481948,rent,1,1,2021-08-27 14:44:34,3479
CUST-269967,2018-06-20 08:32:43,F,45,unmarried,332005,rent,4,3,2021-11-19 10:30:39,3566
CUST-409105,2021-02-26 21:13:30,M,45,married,273400,own,5,3,2021-09-12 21:39:48,2305
CUST-579480,2021-07-16 07:01:17,M,25,married,269258,own,3,1,2021-03-20 02:52:48,4938
